date,sol,hnt,jto,jup,kmno,mplx,orca,ray,mnde,drift
"February 9, 2025","97,430,610,890.80","611,153,712.88","739,343,358.74","2,222,919,800.44","149,516,543.85","212,930,587.03","118,915,630.81","1,469,572,277.21","43,299,168.54","222,152,262.93"
"February 8, 2025","93,773,950,310.24","620,169,191.45","722,837,860.04","2,115,142,643.79","130,469,732.89","204,596,289.84","109,497,640.17","1,443,241,773.85","42,235,080.66","201,992,549.33"
"February 7, 2025","92,031,851,837.88","563,807,146.77","725,130,293.25","2,174,307,109.79","120,655,017.90","205,581,018.77","108,000,322.43","1,512,644,632.16","42,782,174.01","193,126,974.02"
"February 6, 2025","95,550,201,539.33","570,166,288.55","757,419,903.91","2,330,646,328.19","128,940,349.03","206,830,854.90","117,701,660.17","1,554,644,206.48","43,722,520.34","204,728,170.79"
"February 5, 2025","100,802,812,440.85","601,433,304.45","857,715,012.87","2,540,851,460.59","132,761,774.98","216,507,293.03","127,846,767.83","1,809,085,884.65","45,989,938.55","212,083,126.60"
"February 4, 2025","105,205,583,844.17","642,021,780.86","899,234,390.81","3,167,569,766.15","140,927,093.21","223,844,361.61","134,007,730.95","1,832,896,445.50","45,994,412.59","217,011,048.30"
"February 3, 2025","98,398,368,500.86","629,993,514.96","827,299,544.06","1,528,752,867.59","112,472,162.90","211,177,551.42","117,899,455.91","1,625,471,976.48","44,642,510.57","199,075,677.06"
"February 2, 2025","104,469,275,144.33","686,309,420.11","872,556,487.51","1,571,441,009.56","131,778,157.17","231,215,563.55","137,142,228.85","1,826,097,037.29","47,536,882.53","228,305,664.12"
"February 1, 2025","112,643,737,226.92","748,873,724.46","978,061,355.66","1,739,887,832.83","148,922,278.97","238,008,391.97","151,803,517.67","2,052,146,922.10","49,840,568.10","251,135,227.60"
"January 31, 2025","116,559,779,515.85","755,491,009.47","971,117,291.47","1,852,983,516.82","155,602,972.94","228,825,583.58","153,413,143.96","2,221,637,813.24","52,573,305.48","256,599,747.62"
"January 30, 2025","111,355,015,372.82","705,339,127.43","932,190,217.67","1,833,142,966.35","147,429,412.34","215,774,751.84","145,363,571.05","1,975,259,324.56","50,247,096.80","246,898,548.22"
"January 29, 2025","110,398,046,173.44","603,106,290.60","813,918,858.56","1,886,659,361.24","145,253,433.52","208,264,593.87","138,428,179.78","1,918,230,434.68","48,805,311.49","247,275,206.58"
"January 28, 2025","114,276,592,039.17","652,087,649.17","839,952,672.12","1,901,719,914.36","143,883,277.74","205,577,035.60","151,323,302.58","1,956,999,850.91","50,915,370.33","264,922,785.28"
"January 27, 2025","117,303,806,305.97","657,657,188.86","832,306,495.92","2,291,760,293.44","149,642,016.23","214,037,819.42","156,877,430.18","2,112,432,725.48","50,661,195.24","262,699,994.01"
"January 26, 2025","125,148,284,070.79","691,219,887.29","823,781,496.64","2,084,444,311.77","153,984,464.83","210,048,383.81","161,067,775.87","2,222,305,512.24","52,086,916.30","268,880,659.31"
"January 25, 2025","123,361,234,528.28","722,397,514.42","791,335,891.95","3,714,079,706.64","150,127,472.08","208,903,082.80","164,079,854.89","2,273,226,654.80","55,184,245.92","268,971,314.36"
"January 24, 2025","123,417,388,987.17","773,646,251.83","800,092,227.60","3,512,220,844.16","153,349,124.20","226,559,154.24","177,185,593.07","2,379,235,095.67","55,111,702.29","278,165,731.51"
"January 23, 2025","124,606,314,246.36","791,320,732.83","872,469,135.30","1,896,549,373.51","158,625,070.79","221,300,584.41","186,373,418.69","2,288,574,404.80","58,919,798.63","286,010,632"
"January 22, 2025","121,552,327,585.60","784,925,572.71","849,702,942.19","1,483,025,645.16","157,557,124.95","201,193,185.03","193,891,414.23","2,205,284,832.95","56,674,869.70","288,235,464.77"
"January 21, 2025","118,038,765,211.23","740,953,470.01","829,685,832.06","1,591,086,889.06","163,997,322.74","206,499,654.96","190,425,614.32","2,133,833,733.94","52,285,122.82","276,131,366.16"
"January 20, 2025","122,020,537,308.09","821,283,131.30","844,671,169.83","1,645,226,887.59","176,779,269.34","197,373,683.96","198,812,050.93","1,834,562,710.90","46,827,887.99","291,835,944.64"
"January 19, 2025","127,785,165,817.10","950,798,457.99","910,825,066.77","1,939,142,134.35","207,547,285.43","187,582,052.07","226,707,732.54","2,140,875,137.33","63,727,589.42","345,413,109.92"
"January 18, 2025","106,975,781,135.88","895,786,584.51","852,533,621.53","1,418,334,783.06","177,875,701.75","184,286,634.28","201,575,873.57","1,783,435,788.27","51,314,196.62","325,054,983.42"
"January 17, 2025","102,762,327,812.58","868,912,622.86","753,601,377.30","1,329,414,766.01","173,866,202.29","174,552,656.37","190,267,991.60","1,600,828,720.18","47,463,837.02","309,960,976.86"
"January 16, 2025","99,617,521,322.55","876,205,441.81","777,408,623.98","1,412,612,268.39","162,948,132.61","163,728,218.53","190,713,193.49","1,660,559,201.18","43,812,476.96","320,342,509.54"
"January 15, 2025","90,966,038,336.38","855,215,842.79","701,223,996.42","1,349,912,831.61","138,669,655.73","168,600,884.85","182,411,275.43","1,537,993,927.92","35,907,509.19","305,699,271.40"
"January 14, 2025","88,705,877,704.07","854,324,025.65","682,971,840.14","1,303,757,615.50","133,838,041.49","167,447,340.83","171,876,717.93","1,343,949,118.71","36,977,035.21","299,065,652.90"
"January 13, 2025","91,207,532,007.52","895,217,980.65","729,545,930.21","1,347,240,048.30","135,414,680.36","169,021,867.48","177,543,680.60","1,355,704,196.86","39,478,856.46","315,509,886.45"
"January 12, 2025","91,151,211,516.55","959,877,242.31","756,445,533.42","1,374,827,089.38","144,900,538.24","180,338,890.79","180,456,600.32","1,329,469,965.44","39,509,998.30","323,422,885.01"
"January 11, 2025","90,863,602,526.65","952,439,466.38","767,117,975.37","1,353,954,117.61","149,337,518.53","186,270,190.06","183,934,464.57","1,383,549,859.62","39,879,595.43","314,045,068.14"
"January 10, 2025","89,422,935,371.91","955,505,584.38","781,721,010.69","1,337,927,262.35","145,980,931.17","186,249,867.03","182,757,110.57","1,413,266,850.04","39,877,611.99","311,534,210.92"
"January 9, 2025","95,682,675,885.83","1,040,643,543.98","864,969,416.92","1,401,547,575.95","172,245,757.47","187,726,595.17","195,405,359.18","1,496,381,102.99","43,466,486.07","341,243,683.80"
"January 8, 2025","97,995,322,629.92","1,052,919,779.79","837,412,879.42","1,454,349,924.99","183,604,740.86","196,305,387.79","202,017,006.38","1,589,695,022.78","45,604,918.42","376,698,743.90"
"January 7, 2025","105,522,704,111.38","1,129,155,373.29","901,740,867.76","1,290,740,346.04","210,032,051.10","202,970,114.77","228,022,705.54","1,636,512,933.72","50,310,030.70","374,850,162.42"
"January 6, 2025","103,130,316,780.38","1,166,977,241.79","864,057,833.58","1,278,433,173.30","213,124,715.64","213,772,078.69","219,991,142.71","1,668,221,785.12","49,162,666.70","373,391,080.66"
"January 5, 2025","104,689,355,900.12","1,187,775,808","862,564,254.07","1,285,995,503.67","213,371,728.21","211,359,978.98","224,841,405.58","1,643,880,071.96","50,150,058.63","375,171,752.89"
"January 4, 2025","105,094,794,982.76","1,157,600,230.37","884,041,828.09","1,296,241,869.01","221,090,333.97","209,317,234.46","228,999,754.50","1,588,983,583.62","52,035,781.57","381,393,535.10"
"January 3, 2025","100,434,907,190.99","1,088,183,432.05","871,279,243.71","1,246,616,389.81","210,736,184.47","232,589,037.40","217,830,946.33","1,579,828,688.81","49,566,604.14","352,081,526.40"
"January 2, 2025","93,458,487,148","1,095,899,028.34","876,592,119.29","1,143,577,572.22","195,685,041.68","224,155,808.15","211,634,882.98","1,447,670,885.65","46,976,166.52","353,087,614.60"
"January 1, 2025","91,478,338,043.51","1,033,864,292.98","921,544,767.64","1,103,760,778.47","188,751,924.90","225,058,484.71","208,149,644.17","1,419,312,183.74","46,245,266.77","368,193,179.18"
